DATA TIMESTAMP,TEMPERATURE AVG C,RAINFALL 24H MM,SUNSHINE 24H H,REL HUMIDITY AVG PC,WIND SPEED 24H MEAN MS
2022-07-19 00:00:00,28.28,0,5.5,84.08,4.1
2022-07-20 00:00:00,28.853,16,5.8,81.53,3
2022-07-21 00:00:00,28.333,0,6,88.29,3.1
2022-07-22 00:00:00,28.273,39.9,5.1,85.29,2.9
2022-07-23 00:00:00,28.776,29.6,5.8,89.47,2.9
2022-07-24 00:00:00,28.086,0,5.3,88.26,3.6
2022-07-25 00:00:00,27.401,0,4.5,87.61,2.8
2022-07-26 00:00:00,27.764,12.7,4.3,89.45,2.8
2022-07-27 00:00:00,28.2,0,6.1,94.07,2.4
2022-07-28 00:00:00,28.087,6.9,4.5,94.94,2.7
2022-07-29 00:00:00,27.35,0,6.5,90.39,2.4
2022-07-30 00:00:00,27.696,0,4.5,91,3.2
2022-07-31 00:00:00,27.658,0,5,93.54,3.9
2022-08-01 00:00:00,27.906,0,7.3,88.87,2.8
2022-08-02 00:00:00,27.336,0,3.9,91.81,2.3
2022-08-03 00:00:00,27.695,0,3.2,90.78,3.2
2022-08-04 00:00:00,27.616,0,6,91.37,2.6
2022-08-05 00:00:00,28.392,0,4.4,88.12,3.3
2022-08-06 00:00:00,28.479,2.6,5.3,85.75,2.8
2022-08-07 00:00:00,28.097,0,4.9,83.98,2.6
2022-08-08 00:00:00,27.911,1.6,5.5,85.76,2.8
2022-08-09 00:00:00,28.102,0,4.3,86.76,3.1
2022-08-10 00:00:00,27.666,1.9,5,86.52,2.7
2022-08-11 00:00:00,27.331,9.4,5.1,91.48,2.6
2022-08-12 00:00:00,27.503,0,4,88.83,2.7
2022-08-13 00:00:00,27.825,2.3,4.8,83.16,2.4
2022-08-14 00:00:00,27.473,17,4.8,86.03,2.9
2022-08-15 00:00:00,28.132,0,4.1,83.85,2.2
2022-08-16 00:00:00,28.369,2,4.9,83.99,2.6
2022-08-17 00:00:00,27.274,18.5,5.3,85.12,3.1
2022-08-18 00:00:00,27.944,0,4.7,86.29,2.9
2022-08-19 00:00:00,27.897,5,5,84.1,3
2022-08-20 00:00:00,28.002,19.3,4.9,87.93,2.8
2022-08-21 00:00:00,28.007,3.3,4.7,82.83,3.2
2022-08-22 00:00:00,27.227,0,5.6,86.19,3.1
2022-08-23 00:00:00,27.054,26.2,5.7,93.21,3
2022-08-24 00:00:00,27.81,36.1,4.4,87.84,3.1
2022-08-25 00:00:00,28.12,0,4.9,91.42,3.1
2022-08-26 00:00:00,26.746,0,4.5,88.6,2.7
2022-08-27 00:00:00,27.825,20.2,4.9,90.3,2.4
2022-08-28 00:00:00,28.233,24.3,6.1,89.1,3
2022-08-29 00:00:00,27.614,0,5.1,89.12,3
2022-08-30 00:00:00,27.964,0,3.2,87.77,3.2
2022-08-31 00:00:00,27.279,0,4.9,90.85,2.5
2022-09-01 00:00:00,27.643,0,5.9,87.57,2.5
2022-09-02 00:00:00,26.828,17.8,4.2,91.15,3
2022-09-03 00:00:00,26.464,0,5.3,91.86,2.9
2022-09-04 00:00:00,28.009,0,3.9,89.61,2.2
2022-09-05 00:00:00,27.204,0,3.4,87.43,3
2022-09-06 00:00:00,27.387,30.8,4.7,88.64,2.3
2022-09-07 00:00:00,27.045,6.2,3.3,86.05,2.6
2022-09-08 00:00:00,26.938,18,4.4,88.44,3.4
2022-09-09 00:00:00,27.748,0,6.4,80.8,3.6
2022-09-10 00:00:00,27.378,9.3,3.3,83.85,2.5
2022-09-11 00:00:00,28.031,0,4.3,79.07,2.9
2022-09-12 00:00:00,28.028,6.7,4.4,79.74,3
2022-09-13 00:00:00,27.723,9999,4.7,86.41,3.6
2022-09-14 00:00:00,27.727,7.4,4.5,84.88,2.9
2022-09-15 00:00:00,28.466,10.2,6.5,80.61,2.9
2022-09-16 00:00:00,27.336,0,6.3,78.54,3.6
2022-09-17 00:00:00,27.906,0,6.2,74.9,3
2022-09-18 00:00:00,28.211,0,5.3,81.1,3.4
2022-09-19 00:00:00,27.99,0,4.8,88.76,2.6
2022-09-20 00:00:00,26.931,1.1,4.1,84.14,3.1
2022-09-21 00:00:00,27.49,49.1,5.9,82.08,2.6
2022-09-22 00:00:00,28.124,0,3.8,85.12,2.8
2022-09-23 00:00:00,27.889,0,6,80.56,3.5
2022-09-24 00:00:00,27.609,0,5.9,84.21,3.2
2022-09-25 00:00:00,27.36,16.3,4.9,85.68,3.1
2022-09-26 00:00:00,27.276,0,4.6,85.63,3
2022-09-27 00:00:00,27.478,0,4.9,88.16,3.2
2022-09-28 00:00:00,27.255,20.8,2,87.28,3.4
2022-09-29 00:00:00,27.305,2.9,4.8,88.22,3.7
2022-09-30 00:00:00,27.468,0,4.7,84.82,2.4
2022-10-01 00:00:00,26.983,0,4.4,88.65,3.1
2022-10-02 00:00:00,27.462,0,4.9,90.21,3.4
2022-10-03 00:00:00,28.765,0,4.9,83.32,3.4
2022-10-04 00:00:00,26.654,0,3.9,83.02,3.6
2022-10-05 00:00:00,27.416,10.9,4.4,87.98,3.5
2022-10-06 00:00:00,27.076,0,5,83.48,3.4
2022-10-07 00:00:00,27.554,5,4.7,86.73,3.3
2022-10-08 00:00:00,27.494,0,5.2,81.34,3.4
2022-10-09 00:00:00,27.667,13.4,5.7,85.32,3.9
2022-10-10 00:00:00,27.986,0,4.1,81.27,3.3
2022-10-11 00:00:00,27.548,0,5.3,80.9,3.5
2022-10-12 00:00:00,27.869,0,6.1,83.55,3.6
2022-10-13 00:00:00,26.482,0,3.8,78.22,4.2
2022-10-14 00:00:00,28.309,0,5.7,76.37,3.5
2022-10-15 00:00:00,27.721,0,4.9,77.32,4
2022-10-16 00:00:00,27.955,0,5,79.43,4.1
2022-10-17 00:00:00,27.091,0,4.9,74.36,3.7
2022-10-18 00:00:00,27.062,0,5.1,79.97,3.6
2022-10-19 00:00:00,27.589,0,7.1,77.25,3.6
2022-10-20 00:00:00,27.35,0,4,81.78,3.6
2022-10-21 00:00:00,27.774,0,4.8,73.32,4.1
2022-10-22 00:00:00,27.971,0,4.3,77.78,3.9
2022-10-23 00:00:00,26.744,0,7.2,76,3.9
2022-10-24 00:00:00,27.879,16.5,5,78.62,3.4
2022-10-25 00:00:00,27.328,6.3,5.1,81.75,3.5
2022-10-26 00:00:00,27.251,0,4.8,81.07,4.6
2022-10-27 00:00:00,26.67,9.5,4.3,81.2,3.8
2022-10-28 00:00:00,27.537,28.3,4.9,81.65,3.6
2022-10-29 00:00:00,26.184,0,7.3,82.65,4.4
2022-10-30 00:00:00,27.663,15.8,6.6,79.6,4
2022-10-31 00:00:00,26.551,0,4.2,83.73,4.1
2022-11-01 00:00:00,27.255,9.4,5.6,83.34,3.9
2022-11-02 00:00:00,27.211,0,4.4,82.23,3.8
2022-11-03 00:00:00,27.79,0,3.6,82.14,3.9
2022-11-04 00:00:00,27.224,23.2,6.2,80.87,3.5
2022-11-05 00:00:00,26.86,6.7,6,84.52,3.9
2022-11-06 00:00:00,27.153,0,6.5,78.46,4.1
2022-11-07 00:00:00,27.997,0,5.2,77.13,4.6
2022-11-08 00:00:00,27.728,6.1,5.7,75.24,4
2022-11-09 00:00:00,27.361,0,6.6,73.79,3.2
2022-11-10 00:00:00,27.469,0,6.4,72.57,3.9
2022-11-11 00:00:00,26.858,0,5.7,72.84,4.9
2022-11-12 00:00:00,27.682,10.9,4.5,74.36,4.3
2022-11-13 00:00:00,26.692,0,6,74.97,3.7
2022-11-14 00:00:00,27.855,18.6,7,73.98,4.2
2022-11-15 00:00:00,27.65,0,5.1,71.79,3.7
2022-11-16 00:00:00,28.52,0,6.4,75.93,3.5
2022-11-17 00:00:00,26.96,17.8,6.2,75.64,3.9
2022-11-18 00:00:00,27.479,0,6.8,73.61,4
2022-11-19 00:00:00,28.365,0,7,72.7,3.3
2022-11-20 00:00:00,27.973,0,5.3,76.1,3.6
2022-11-21 00:00:00,27.139,0,4.5,75.65,4
2022-11-22 00:00:00,27.68,0,5.8,72.04,3.8
2022-11-23 00:00:00,27.442,17,6.8,75.97,4.1
2022-11-24 00:00:00,27.524,8.3,5.4,77.25,3.6
2022-11-25 00:00:00,27.171,15.8,5.5,74.74,4.2
2022-11-26 00:00:00,27.34,0,4.2,77.79,3.6
2022-11-27 00:00:00,26.798,32,7.8,73.91,4.5
2022-11-28 00:00:00,27.331,0,6.3,81.01,3.4
2022-11-29 00:00:00,27.482,0,6.3,80.78,3.6
2022-11-30 00:00:00,27.316,0,6.8,76.89,4.1
2022-12-01 00:00:00,26.649,0,6.4,78.17,4.5
2022-12-02 00:00:00,28.079,0,6.3,70.85,4
2022-12-03 00:00:00,27.709,0,6.2,73.48,4.1
2022-12-04 00:00:00,27.166,0,5.8,75.04,3.9
2022-12-05 00:00:00,27.461,0,8.8,72.43,3.5
2022-12-06 00:00:00,26.785,0,6.6,76.17,3.7
2022-12-07 00:00:00,26.916,0,5.5,78.63,3.4
2022-12-08 00:00:00,27.443,0,7.2,69.95,3.4
2022-12-09 00:00:00,28.237,0,5.8,70.08,4
2022-12-10 00:00:00,27.33,0,7.9,72.09,3.4
2022-12-11 00:00:00,27.811,5.5,5.8,74.95,3.9
2022-12-12 00:00:00,27.55,0,7.5,67.38,3.3
2022-12-13 00:00:00,27.793,0,7.7,70.69,3.9
2022-12-14 00:00:00,27.494,3.5,6.8,74.38,3.6
2022-12-15 00:00:00,28.264,0,7.3,65.58,4.2
2022-12-16 00:00:00,27.603,0,7.2,66.53,3.8
2022-12-17 00:00:00,27.061,13.5,7,68.82,4.1
2022-12-18 00:00:00,27.152,0,6.5,68.84,3.4
2022-12-19 00:00:00,27.412,0,6.3,72.54,3.7
2022-12-20 00:00:00,27.13,0,8.2,71.55,3.3
2022-12-21 00:00:00,28.042,0,7.2,67.01,3.5
2022-12-22 00:00:00,27.436,0,6,73.26,3.5
2022-12-23 00:00:00,28.799,0,6.5,71.05,3.3
2022-12-24 00:00:00,26.776,0,7.5,76.19,3.1
2022-12-25 00:00:00,27.807,0,7.5,71.88,3.1
2022-12-26 00:00:00,27.203,0,7.4,72.24,2.7
2022-12-27 00:00:00,27.384,0,6.4,75.46,3.1
2022-12-28 00:00:00,27.652,0,7.1,76.19,3.7
2022-12-29 00:00:00,26.576,0,6.1,75.45,2.9
2022-12-30 00:00:00,27.927,0,6.9,70.03,3
2022-12-31 00:00:00,28.498,0,7.6,75.38,4
2023-01-01 00:00:00,27.596,0,7.9,71.12,3.2
2023-01-02 00:00:00,27.83,0,6,73.86,3.5
2023-01-03 00:00:00,28.348,0,6.6,69.17,3.6
2023-01-04 00:00:00,27.68,0,7.1,73.23,3.6
2023-01-05 00:00:00,27.634,2.4,8.9,69.44,2.8
2023-01-06 00:00:00,26.947,0,5.8,67.56,3.2
2023-01-07 00:00:00,28.119,0,7.4,71.87,2.7
2023-01-08 00:00:00,27.854,0,6.1,70.03,4.1
2023-01-09 00:00:00,27.555,4.3,7,67.29,2.7
2023-01-10 00:00:00,27.915,0,6.9,71.94,2.8
2023-01-11 00:00:00,27.786,0,7.3,66.79,2.8
2023-01-12 00:00:00,27.791,0,7.2,67.66,2.7
2023-01-13 00:00:00,28.298,18,7.6,68.08,3.6
2023-01-14 00:00:00,27.513,0,7.4,65.81,4
2023-01-15 00:00:00,28.499,0,6.3,68.63,3
2023-01-16 00:00:00,27.491,0,8.5,66.34,2.6
2023-01-17 00:00:00,27.81,6.3,8.5,66.97,2.3
2023-01-18 00:00:00,28.815,0,8.1,71.84,3
2023-01-19 00:00:00,28.661,0,6.5,66.34,2.9
2023-01-20 00:00:00,28.309,0,8.5,63.48,2.8
2023-01-21 00:00:00,27.481,13.9,7.9,74.14,3.1
2023-01-22 00:00:00,27.575,0,6.1,77.09,3.1
2023-01-23 00:00:00,28.097,0,7.6,70.28,3.1
2023-01-24 00:00:00,28.208,0,7.8,66.97,2.9
2023-01-25 00:00:00,28.005,0,9.2,71.49,2.6
2023-01-26 00:00:00,28.03,0,9.3,71.91,3.2
2023-01-27 00:00:00,27.943,0,6,72.39,2.9
2023-01-28 00:00:00,27.479,2,10,70.21,3.2
2023-01-29 00:00:00,27.76,0,6.6,74.43,3.2
2023-01-30 00:00:00,28.427,14.7,8.3,74.16,2.4
2023-01-31 00:00:00,27.598,0,8888,68.86,2.4
2023-02-01 00:00:00,27.962,0,6.6,73.98,2.6
2023-02-02 00:00:00,27.589,0,7.7,76.91,2.5
2023-02-03 00:00:00,28.204,4.2,7.6,71.67,3.1
2023-02-04 00:00:00,28.058,0,8.4,69.81,3
2023-02-05 00:00:00,28.915,0,8.1,69.69,3.2
2023-02-06 00:00:00,28.446,0,8.9,70.98,3
2023-02-07 00:00:00,27.867,0,8.5,64.53,2.9
2023-02-08 00:00:00,28.625,7.2,7.9,68.75,3.2
2023-02-09 00:00:00,28.052,6.8,9.2,66.92,3
2023-02-10 00:00:00,27.97,0,8.3,72.18,2.8
2023-02-11 00:00:00,28.57,0,8.9,66.9,3.3
2023-02-12 00:00:00,28.063,0,7.3,71.4,2.8
2023-02-13 00:00:00,28.941,0,7.6,64.51,2.7
2023-02-14 00:00:00,28.051,0,7.6,68.91,2.5
2023-02-15 00:00:00,28.147,0,7.6,68.53,3
2023-02-16 00:00:00,28.234,0,9.2,65.97,3.2
2023-02-17 00:00:00,28.179,0,9.1,69.1,2.8
2023-02-18 00:00:00,28.831,0,7.8,72.28,3.3
2023-02-19 00:00:00,28.744,0,9.5,69.08,2.1
2023-02-20 00:00:00,29.341,0,9.7,66.34,2.8
2023-02-21 00:00:00,29.435,0,8.3,71.21,2.8
2023-02-22 00:00:00,28.019,0,7.5,69.65,2.6
2023-02-23 00:00:00,28.458,10.1,9.5,71.65,3.7
2023-02-24 00:00:00,27.87,0,7.9,72.83,2.8
2023-02-25 00:00:00,28.19,37.1,8.4,69.21,2.7
2023-02-26 00:00:00,28.251,6,8,69.75,2.9
2023-02-27 00:00:00,27.882,8.5,7,75.2,2.2
2023-02-28 00:00:00,27.983,0,6.7,72.76,2.6
2023-03-01 00:00:00,28.586,0,9.1,67.6,3.2
2023-03-02 00:00:00,27.83,0,7.1,75.8,2.7
2023-03-03 00:00:00,28.825,0,10.7,74.22,2.6
2023-03-04 00:00:00,28.146,0,7.2,71.37,3.4
2023-03-05 00:00:00,29.906,0,7.2,69.41,3.4
2023-03-06 00:00:00,28.281,5.6,8.4,74.28,3.1
2023-03-07 00:00:00,28.591,0,9.5,72.53,2.8
2023-03-08 00:00:00,27.83,0,7.8,77.08,2.9
2023-03-09 00:00:00,29.383,0,8.7,71.67,2.7
2023-03-10 00:00:00,29.151,0,6.6,71.14,2.6
2023-03-11 00:00:00,28.856,0,7.8,69.38,2.6
2023-03-12 00:00:00,28.052,6.5,7.3,71.57,2.8
2023-03-13 00:00:00,28.788,0,6.6,70.94,2.7
2023-03-14 00:00:00,28.148,0,8.3,72.48,2.5
2023-03-15 00:00:00,29.475,0,6.6,68.15,3.1
2023-03-16 00:00:00,29.178,0,7.4,68.6,3.2
2023-03-17 00:00:00,28.86,26.6,8.1,68.86,3.7
2023-03-18 00:00:00,27.606,33.7,7.5,72.51,2.9
2023-03-19 00:00:00,28.19,17.3,8.4,74.86,3.2
2023-03-20 00:00:00,29.102,0,8.7,70.62,3.3
2023-03-21 00:00:00,29.323,7.2,9.1,71.42,3.1
2023-03-22 00:00:00,29.198,0,8.8,74.01,3.5
2023-03-23 00:00:00,28.017,0,9.2,73.35,3.5
2023-03-24 00:00:00,28.751,0,7.8,77.07,3.3
2023-03-25 00:00:00,29.341,0,8.8,69.72,3.2
2023-03-26 00:00:00,28.004,3.3,8.6,73.88,3.2
2023-03-27 00:00:00,28.737,0,8.2,74.48,2.8
2023-03-28 00:00:00,28.996,9.4,8.1,71.02,3
2023-03-29 00:00:00,28.621,0,7.8,74.67,3.1
2023-03-30 00:00:00,27.925,7.3,7.3,74.92,3
2023-03-31 00:00:00,28.561,0,8.3,76.71,3.5
2023-04-01 00:00:00,28.46,0,7.5,9999,3.8
2023-04-02 00:00:00,28.678,0,7.4,76.24,3.1
2023-04-03 00:00:00,28.582,0,7.6,73.95,3.5
2023-04-04 00:00:00,28.576,0,6.9,75.98,3.1
2023-04-05 00:00:00,28.686,17.5,8.7,78.28,3.4
2023-04-06 00:00:00,29.108,0,8.3,72.74,3.3
2023-04-07 00:00:00,28.793,0,7.5,72.42,3.7
2023-04-08 00:00:00,28.642,0,8.7,75.64,3.3
2023-04-09 00:00:00,28.96,0,7.7,73.29,3.9
2023-04-10 00:00:00,27.998,0,6.8,75.14,3.5
2023-04-11 00:00:00,29.152,0,9.1,73.26,3.4
2023-04-12 00:00:00,28.888,0,7.6,74.94,3.2
2023-04-13 00:00:00,29.066,0,8.1,70.61,3.7
2023-04-14 00:00:00,29.394,19.9,8.3,73.32,4
2023-04-15 00:00:00,28.099,4,9.3,73.1,3.8
2023-04-16 00:00:00,28.172,0,8.4,70.99,4.5
2023-04-17 00:00:00,29.204,3.2,7.4,70.64,4.2
2023-04-18 00:00:00,28.867,3,8.4,76.88,3.6
2023-04-19 00:00:00,29.021,4.6,7.6,74.98,3.6
2023-04-20 00:00:00,28.776,0,9.8,74.05,3.9
2023-04-21 00:00:00,29.182,3.2,7.8,77.14,3.5
2023-04-22 00:00:00,29.176,10,5.5,80.98,4.2
2023-04-23 00:00:00,29.253,0,8.5,73.21,3.9
2023-04-24 00:00:00,28.831,0,9.7,75.86,3.9
2023-04-25 00:00:00,27.935,0,9.2,77.92,4.1
2023-04-26 00:00:00,29.009,0,8.8,84.4,4.5
2023-04-27 00:00:00,29.307,0,6.5,81.86,3.9
2023-04-28 00:00:00,29.001,0,8.1,83.36,3.8
2023-04-29 00:00:00,28.482,0,7,78.75,4.4
2023-04-30 00:00:00,29.184,9.2,7.8,78.82,4.2
2023-05-01 00:00:00,29.139,2.1,6.1,82.64,3.8
2023-05-02 00:00:00,29.5,4.4,6.8,81.45,3.9
2023-05-03 00:00:00,28.377,1.9,6.7,82.37,4
2023-05-04 00:00:00,28.752,0,8.3,80.14,4.1
2023-05-05 00:00:00,29.169,27.6,8.1,80.86,3.5
2023-05-06 00:00:00,28.889,4.6,7.7,80.09,3.4
2023-05-07 00:00:00,28.327,0,6.2,81.17,3.7
2023-05-08 00:00:00,29.033,0,7.1,80.8,3.6
2023-05-09 00:00:00,29.336,5.5,7.3,74.34,3.8
2023-05-10 00:00:00,29.184,10.7,8.9,72.46,4.2
2023-05-11 00:00:00,28.969,37.4,8.5,80.37,3.9
2023-05-12 00:00:00,28.744,26.6,8.3,80.73,4.1
2023-05-13 00:00:00,29.721,0,7.2,75.23,3.6
2023-05-14 00:00:00,28.72,0,5.5,73.29,3.8
2023-05-15 00:00:00,28.682,0,5.9,78.47,4.2
2023-05-16 00:00:00,28.866,0,8.6,80.95,4.2
2023-05-17 00:00:00,29.164,0,6.7,83.64,3.7
2023-05-18 00:00:00,28.187,0,6.6,81.05,4.1
2023-05-19 00:00:00,28.325,27.9,8.9,79.52,4.8
2023-05-20 00:00:00,28.019,27.7,8.5,78.96,4
2023-05-21 00:00:00,28.845,0,7.1,81.99,3.7
2023-05-22 00:00:00,28.327,0,6.8,81.98,3.9
2023-05-23 00:00:00,28.694,2.7,7.1,80.94,4
2023-05-24 00:00:00,28.873,15.1,6.6,89.28,3.9
2023-05-25 00:00:00,28.288,37.7,7.9,89.23,4
2023-05-26 00:00:00,28.719,30.6,6.9,88.12,3.5
2023-05-27 00:00:00,28.645,0,7.6,83.37,3.6
2023-05-28 00:00:00,28.916,0,7.5,88.08,3.9
2023-05-29 00:00:00,28.84,0,5.4,87.68,3.9
2023-05-30 00:00:00,28.331,4.9,7.2,87.2,3.7
2023-05-31 00:00:00,28.498,5.7,6.1,89.1,8888
2023-06-01 00:00:00,29.103,0,4.2,87.33,3.9
2023-06-02 00:00:00,28.811,43.1,4.6,87.26,4.2
2023-06-03 00:00:00,28.026,7.1,5.6,86.59,3.9
2023-06-04 00:00:00,28.989,10.2,7.1,85.38,4
2023-06-05 00:00:00,28.406,0,7.2,79.57,3.7
2023-06-06 00:00:00,29.381,0,6.9,83.75,4
2023-06-07 00:00:00,29.275,0,8.6,81.68,4
2023-06-08 00:00:00,29.019,0,5.9,79.45,4.1
2023-06-09 00:00:00,28.708,0,6.4,86.51,4.1
2023-06-10 00:00:00,28.544,0,6.7,86.38,4
2023-06-11 00:00:00,28.976,6.5,5.8,85.32,3.7
2023-06-12 00:00:00,28.596,0,6.7,82.55,3.8
2023-06-13 00:00:00,28.764,0,5,85.4,4.1
2023-06-14 00:00:00,29.154,4.2,8,82.3,3.5
2023-06-15 00:00:00,28.474,0,6,83.15,3.5
2023-06-16 00:00:00,28.541,0,8.7,80.38,3.7
2023-06-17 00:00:00,28.125,1.6,6.4,84.68,3.8
2023-06-18 00:00:00,28.184,0,7.3,84.49,3.4
2023-06-19 00:00:00,27.929,0,6.6,81.79,3.6
2023-06-20 00:00:00,28.939,0,6.3,85.64,3.6
2023-06-21 00:00:00,29.395,0,5.7,86.3,2.8
2023-06-22 00:00:00,29.027,0,5.8,91.68,3.5
2023-06-23 00:00:00,27.704,0,6.1,90.07,3.5
2023-06-24 00:00:00,28.812,0,5.2,88.42,3.5
2023-06-25 00:00:00,29.081,0,5.7,89.47,4
2023-06-26 00:00:00,28.234,22.9,5.3,89.31,3.1
2023-06-27 00:00:00,28.492,0,7.9,88.91,3.2
2023-06-28 00:00:00,27.608,0,5.9,86.8,2.5
2023-06-29 00:00:00,28.544,0,7.2,89.08,3.3
2023-06-30 00:00:00,,20.7,5.7,87.42,3.3
2023-07-01 00:00:00,28.609,0,6.3,85.87,3.2
2023-07-02 00:00:00,27.668,0,4.5,89.88,3.7
2023-07-03 00:00:00,28.633,1,5.3,89.12,3.6
2023-07-04 00:00:00,29.049,0,6.4,83.15,3.3
2023-07-05 00:00:00,28.1,0,7.3,86.75,3.2
2023-07-06 00:00:00,27.853,4.8,5.9,88.99,3.6
2023-07-07 00:00:00,27.398,7.5,6.9,88.62,3.2
2023-07-08 00:00:00,28.259,0,6.3,88.06,2.9
2023-07-09 00:00:00,28.207,0,7.4,85.18,2.6
2023-07-10 00:00:00,27.849,81.4,6.1,82.66,3
2023-07-11 00:00:00,28.769,0,8.3,81.87,3.4
2023-07-12 00:00:00,28.23,0,5.4,85.36,4
2023-07-13 00:00:00,27.933,30.7,5.1,85.5,3.2
2023-07-14 00:00:00,28.071,0,4.5,87.95,2.9
2023-07-15 00:00:00,28.798,0,7.7,87.78,2.7
2023-07-16 00:00:00,28.669,0,6.5,85.11,3.3
2023-07-17 00:00:00,28.408,0,5.7,82.84,2.4
2023-07-18 00:00:00,28.633,0,6.8,85.73,3.2
2023-07-19 00:00:00,27.751,9.1,6.1,87.7,3.3
2023-07-20 00:00:00,28.29,1.2,7.3,87.31,3.2
2023-07-21 00:00:00,28.34,5.6,4.1,87.02,2.9
2023-07-22 00:00:00,27.956,0,5,89.72,3.2
2023-07-23 00:00:00,28.398,0,4.9,88.4,3
2023-07-24 00:00:00,27.833,0,3.5,88.58,2.7
2023-07-25 00:00:00,28.306,2.1,6,91.31,3.6
2023-07-26 00:00:00,28.365,88.9,4.9,89.8,2.8
2023-07-27 00:00:00,26.73,0,5.7,91.56,3.2
2023-07-28 00:00:00,28.563,0,7.1,91.65,2.1
2023-07-29 00:00:00,26.771,15.1,5,87.99,3.3
2023-07-30 00:00:00,27.804,84.5,4.8,89.39,3.4
2023-07-31 00:00:00,28.375,11.2,4.8,93.82,2.9
2023-08-01 00:00:00,28.002,0,6.2,86.86,3.1
2023-08-02 00:00:00,27.574,2.7,5.1,83.93,3
2023-08-03 00:00:00,27.728,0,5,83.96,2.6
2023-08-04 00:00:00,28.525,0,6.1,88.06,3
2023-08-05 00:00:00,27.208,12.8,5.5,87.43,2.5
2023-08-06 00:00:00,28.601,0,3.4,86.45,2.6
2023-08-07 00:00:00,27.958,4.2,3.9,89.22,3.2
2023-08-08 00:00:00,27.79,0,7.3,79.02,3.2
2023-08-09 00:00:00,27.796,0,5.6,86.3,2.6
2023-08-10 00:00:00,27.495,6.4,4.3,88.94,2.5
2023-08-11 00:00:00,28.57,50.3,5.4,82.06,2.6
2023-08-12 00:00:00,28.432,0,5.4,83.9,3.1
2023-08-13 00:00:00,27.344,0,6.1,83.07,2.5
2023-08-14 00:00:00,27.927,18.5,4.2,82.94,2.9
2023-08-15 00:00:00,27.645,19.4,4.5,84.69,3.1
2023-08-16 00:00:00,28.434,6.3,5.1,89.5,2.8
2023-08-17 00:00:00,27.177,0,4.6,91.03,3.2
2023-08-18 00:00:00,28.664,0,5.6,86.15,2.7
2023-08-19 00:00:00,27.697,0,3.4,92.33,2.7
2023-08-20 00:00:00,27.318,10.7,5.2,88.23,2.5
2023-08-21 00:00:00,27.353,0,5.4,93.07,3.2
2023-08-22 00:00:00,27.428,0,5.2,88.94,2.6
2023-08-23 00:00:00,27.168,2.4,4.8,89.91,3
2023-08-24 00:00:00,27.739,11.5,4.5,90.81,2.8
2023-08-25 00:00:00,26.878,12.6,3.2,98,2.5
2023-08-26 00:00:00,26.636,0,4.4,92.28,2.6
2023-08-27 00:00:00,27.571,0,5.9,88.32,3.3
2023-08-28 00:00:00,26.777,0,4.3,92.31,2.9
2023-08-29 00:00:00,27.364,0,3.9,88.66,2.5
2023-08-30 00:00:00,27.307,5.9,4.3,87.89,3
2023-08-31 00:00:00,27.207,26.7,4.7,90.85,2.9
2023-09-01 00:00:00,28.584,8.6,4.4,88.03,4.1
2023-09-02 00:00:00,27.697,0,5.2,87.98,3
2023-09-03 00:00:00,27.817,0,5.3,86.61,2.8
2023-09-04 00:00:00,26.89,11.8,5.6,86.71,3.5
2023-09-05 00:00:00,27.398,15.6,6.1,86.24,2.3
2023-09-06 00:00:00,28.005,0,6.3,79.71,3
2023-09-07 00:00:00,27.225,0,4,85.66,3.7
2023-09-08 00:00:00,28.242,0,4.5,81.07,3
2023-09-09 00:00:00,27.332,3.4,5.3,79.57,2.4
2023-09-10 00:00:00,27.618,0,4.7,82.8,2.9
2023-09-11 00:00:00,27.461,0,4,83.06,3.6
2023-09-12 00:00:00,27.853,0,4.8,81.15,3.2
2023-09-13 00:00:00,27.339,0,4.4,85.11,2.8
2023-09-14 00:00:00,27.674,0,4.7,79.94,2.9
2023-09-15 00:00:00,27.582,0,4.8,82.63,2.9
2023-09-16 00:00:00,27.346,0,6.1,82.62,3.3
2023-09-17 00:00:00,27.818,0,5.1,84.45,3.6
2023-09-18 00:00:00,27.648,0,7,85.78,3.6
2023-09-19 00:00:00,27.584,0,5.2,83.07,3.4
2023-09-20 00:00:00,27.249,0,4.3,87.88,2.8
2023-09-21 00:00:00,27.832,6.7,4.7,86.65,2.8
2023-09-22 00:00:00,27.515,10.6,5.3,82.11,3.5
2023-09-23 00:00:00,27.468,,5.5,82.19,2.8
2023-09-24 00:00:00,27.467,0,6.5,87.19,3.2
2023-09-25 00:00:00,28.19,0,3.9,86.67,3.4
2023-09-26 00:00:00,26.806,0,5.4,86.84,3
2023-09-27 00:00:00,27.747,0,4.8,86.77,3
2023-09-28 00:00:00,26.528,0,3.2,87.02,3.4
2023-09-29 00:00:00,27.421,4.9,5.2,88.32,3.6
2023-09-30 00:00:00,28.223,23.2,6.1,82.58,3.8
2023-10-01 00:00:00,27.752,0,4.3,81.75,3.7
2023-10-02 00:00:00,27.617,7.3,5.1,81.21,3.5
2023-10-03 00:00:00,27.183,0,3.3,83.91,3.2
2023-10-04 00:00:00,27.382,0,3.6,85.54,3.1
2023-10-05 00:00:00,27.417,0,6.1,80.61,3.4
2023-10-06 00:00:00,27.372,5.9,5.3,74.75,3.7
2023-10-07 00:00:00,27.537,0,4.6,76.14,3.7
